extraSmall.LargeTitle:NYTCheltenham-Bold:17 -> (size: 16.000, ld: 3.200, lh: 16.000, lhr: 100%
accessibilityExtraExtraLarge.Caption2:NYTKarnak-SemiboldCursive:17 -> (size: 54.000, ld: 0.000, lh: 64.800, lhr: 120%
accessibilityExtraExtraLarge.Caption2:NYTKarnak-Text:17 -> (size: 54.000, ld: 0.000, lh: 64.800, lhr: 120%
accessibilityExtraExtraLarge.Caption2:NYTKarnak-Thin:17 -> (size: 54.000, ld: 0.000, lh: 64.800, lhr: 120%
accessibilityExtraExtraLarge.Caption2:NYTKarnak-ThinCursive:17 -> (size: 54.000, ld: 0.000, lh: 64.800, lhr: 120%
accessibilityExtraExtraLarge.Caption2:NYTKarnak-UltraLight:17 -> (size: 54.000, ld: 0.000, lh: 64.800, lhr: 120%
accessibilityExtraExtraLarge.Caption2:NYTKarnak-UltraLightCursive:17 -> (size: 54.000, ld: 0.000, lh: 64.800, lhr: 120%
accessibilityExtraExtraLarge.Caption2:NYTKarnakCondensed-Bold:17 -> (size: 54.000, ld: 0.000, lh: 64.800, lhr: 120%
accessibilityExtraExtraLarge.Caption2:NYTStock-Bold:17 -> (size: 54.000, ld: 4.050, lh: 54.000, lhr: 100%
accessibilityExtraExtraLarge.Caption2:NYTStock-Regular:17 -> (size: 54.000, ld: 4.050, lh: 54.000, lhr: 100%
accessibilityExtraExtraExtraLarge.LargeTitle:NYTCheltenham-Bold:17 -> (size: 29.000, ld: 5.800, lh: 29.000, lhr: 100%
accessibilityExtraExtraExtraLarge.LargeTitle:NYTCheltenham-BoldItalic:17 -> (size: 29.000, ld: 5.800, lh: 29.000, lhr: 100%
accessibilityExtraExtraExtraLarge.LargeTitle:NYTCheltenham-Book:17 -> (size: 29.000, ld: 5.800, lh: 29.000, lhr: 100%
accessibilityExtraExtraExtraLarge.LargeTitle:NYTCheltenham-BookItalic:17 -> (size: 29.000, ld: 5.800, lh: 29.000, lhr: 100%
accessibilityExtraExtraExtraLarge.LargeTitle:NYTCheltenham-ExtraBold:17 -> (size: 29.000, ld: 5.800, lh: 29.000, lhr: 100%
accessibilityExtraExtraExtraLarge.LargeTitle:NYTCheltenham-ExtraBoldItal:17 -> (size: 29.000, ld: 5.800, lh: 29.000, lhr: 100%
accessibilityExtraExtraExtraLarge.LargeTitle:NYTCheltenham-ExtraLight:17 -> (size: 29.000, ld: 5.800, lh: 29.000, lhr: 100%
accessibilityExtraExtraExtraLarge.LargeTitle:NYTCheltenham-ExtraLightItal:17 -> (size: 29.000, ld: 5.800, lh: 29.000, lhr: 100%
accessibilityExtraExtraExtraLarge.LargeTitle:NYTCheltenham-Light:17 -> (size: 29.000, ld: 5.800, lh: 29.000, lhr: 100%
accessibilityExtraExtraExtraLarge.LargeTitle:NYTCheltenham-LightItalic:17 -> (size: 29.000, ld: 5.800, lh: 29.000, lhr: 100%
accessibilityExtraExtraExtraLarge.LargeTitle:NYTCheltenham-LightSC:17 -> (size: 29.000, ld: 5.800, lh: 29.000, lhr: 100%
accessibilityExtraExtraExtraLarge.LargeTitle:NYTCheltenham-Medium:17 -> (size: 29.000, ld: 5.800, lh: 29.000, lhr: 100%
accessibilityExtraExtraExtraLarge.LargeTitle:NYTCheltenham-MediumItalic:17 -> (size: 29.000, ld: 5.800, lh: 29.000, lhr: 100%
accessibilityExtraExtraExtraLarge.LargeTitle:NYTCheltenhamCond-Bold:17 -> (size: 29.000, ld: 5.800, lh: 29.000, lhr: 100%
accessibilityExtraExtraExtraLarge.LargeTitle:NYTCheltenhamCond-BoldXC:17 -> (size: 29.000, ld: 5.800, lh: 29.000, lhr: 100%
accessibilityExtraExtraExtraLarge.LargeTitle:NYTCheltenhamCond-Medium:17 -> (size: 29.000, ld: 5.800, lh: 29.000, lhr: 100%
accessibilityExtraExtraExtraLarge.LargeTitle:NYTCheltenhamSH-Bold:17 -> (size: 29.000, ld: 5.800, lh: 29.000, lhr: 100%
accessibilityExtraExtraExtraLarge.LargeTitle:NYTCheltenhamSH-BoldItalic:17 -> (size: 29.000, ld: 5.800, lh: 29.000, lhr: 100%
accessibilityExtraExtraExtraLarge.LargeTitle:NYTCheltenhamSH-Italic:17 -> (size: 29.000, ld: 5.800, lh: 29.000, lhr: 100%
accessibilityExtraExtraExtraLarge.LargeTitle:NYTCheltenhamSH-Regular:17 -> (size: 29.000, ld: 5.800, lh: 29.000, lhr: 100%
accessibilityExtraExtraExtraLarge.LargeTitle:NYTCheltenhamWide-Italic:17 -> (size: 29.000, ld: 5.800, lh: 29.000, lhr: 100%
accessibilityExtraExtraExtraLarge.LargeTitle:NYTCheltenhamWide-Regular:17 -> (size: 29.000, ld: 5.800, lh: 29.000, lhr: 100%
accessibilityExtraExtraExtraLarge.LargeTitle:NYTDDingbats-Pi:17 -> (size: 29.000, ld: 0.261, lh: 29.000, lhr: 100%
accessibilityExtraExtraExtraLarge.LargeTitle:NYTFranklin-Bold:17 -> (size: 29.000, ld: 5.800, lh: 29.000, lhr: 100%
accessibilityExtraExtraExtraLarge.LargeTitle:NYTFranklin-BoldItalic:17 -> (size: 29.000, ld: 5.800, lh: 29.000, lhr: 100%
accessibilityExtraExtraExtraLarge.LargeTitle:NYTFranklin-ExtraBold:17 -> (size: 29.000, ld: 5.800, lh: 29.000, lhr: 100%
accessibilityExtraExtraExtraLarge.LargeTitle:NYTFranklin-ExtraBoldItalic:17 -> (size: 29.000, ld: 5.800, lh: 29.000, lhr: 100%
accessibilityExtraExtraExtraLarge.LargeTitle:NYTFranklin-Light:17 -> (size: 29.000, ld: 5.800, lh: 29.000, lhr: 100%
accessibilityExtraExtraExtraLarge.LargeTitle:NYTFranklin-LightItalic:17 -> (size: 29.000, ld: 5.800, lh: 29.000, lhr: 100%
accessibilityExtraExtraExtraLarge.LargeTitle:NYTFranklin-Medium:17 -> (size: 29.000, ld: 5.800, lh: 29.000, lhr: 100%
accessibilityExtraExtraExtraLarge.LargeTitle:NYTFranklin-MediumItalic:17 -> (size: 29.000, ld: 5.800, lh: 29.000, lhr: 100%
accessibilityExtraExtraExtraLarge.LargeTitle:NYTFranklin-Semibold:17 -> (size: 29.000, ld: 5.800, lh: 29.000, lhr: 100%
accessibilityExtraExtraExtraLarge.LargeTitle:NYTFranklin-SemiboldItalic:17 -> (size: 29.000, ld: 5.800, lh: 29.000, lhr: 100%
accessibilityExtraExtraExtraLarge.LargeTitle:NYTImperial-Bold:17 -> (size: 29.000, ld: 5.800, lh: 29.000, lhr: 100%
accessibilityExtraExtraExtraLarge.LargeTitle:NYTImperial-BoldItalic:17 -> (size: 29.000, ld: 5.800, lh: 29.000, lhr: 100%
accessibilityExtraExtraExtraLarge.LargeTitle:NYTImperial-Italic:17 -> (size: 29.000, ld: 5.800, lh: 29.000, lhr: 100%
accessibilityExtraExtraExtraLarge.LargeTitle:NYTImperial-Regular:17 -> (size: 29.000, ld: 5.800, lh: 29.000, lhr: 100%
accessibilityExtraExtraExtraLarge.LargeTitle:NYTImperial-Semibold:17 -> (size: 29.000, ld: 5.800, lh: 29.000, lhr: 100%
accessibilityExtraExtraExtraLarge.LargeTitle:NYTImperial-SemiboldItalic:17 -> (size: 29.000, ld: 5.800, lh: 29.000, lhr: 100%
accessibilityExtraExtraExtraLarge.LargeTitle:NYTKarnak-Black:17 -> (size: 29.000, ld: 0.000, lh: 34.800, lhr: 120%
accessibilityExtraExtraExtraLarge.LargeTitle:NYTKarnak-BlackCursive:17 -> (size: 29.000, ld: 0.000, lh: 34.800, lhr: 120%
accessibilityExtraExtraExtraLarge.LargeTitle:NYTKarnak-Bold:17 -> (size: 29.000, ld: 0.000, lh: 34.800, lhr: 120%
accessibilityExtraExtraExtraLarge.LargeTitle:NYTKarnak-BoldCursive:17 -> (size: 29.000, ld: 0.000, lh: 34.800, lhr: 120%
accessibilityExtraExtraExtraLarge.LargeTitle:NYTKarnak-Light:17 -> (size: 29.000, ld: 0.000, lh: 34.800, lhr: 120%
accessibilityExtraExtraExtraLarge.LargeTitle:NYTKarnak-LightCursive:17 -> (size: 29.000, ld: 0.000, lh: 34.800, lhr: 120%
accessibilityExtraExtraExtraLarge.LargeTitle:NYTKarnak-Medium:17 -> (size: 29.000, ld: 0.000, lh: 34.800, lhr: 120%
accessibilityExtraExtraExtraLarge.LargeTitle:NYTKarnak-MediumCursive:17 -> (size: 29.000, ld: 0.000, lh: 34.800, lhr: 120%
accessibilityExtraExtraExtraLarge.LargeTitle:NYTKarnak-Semibold:17 -> (size: 29.000, ld: 0.000, lh: 34.800, lhr: 120%
accessibilityExtraExtraExtraLarge.LargeTitle:NYTKarnak-SemiboldCursive:17 -> (size: 29.000, ld: 0.000, lh: 34.800, lhr: 120%
accessibilityExtraExtraExtraLarge.LargeTitle:NYTKarnak-Text:17 -> (size: 29.000, ld: 0.000, lh: 34.800, lhr: 120%
accessibilityExtraExtraExtraLarge.LargeTitle:NYTKarnak-Thin:17 -> (size: 29.000, ld: 0.000, lh: 34.800, lhr: 120%
accessibilityExtraExtraExtraLarge.LargeTitle:NYTKarnak-ThinCursive:17 -> (size: 29.000, ld: 0.000, lh: 34.800, lhr: 120%
accessibilityExtraExtraExtraLarge.LargeTitle:NYTKarnak-UltraLight:17 -> (size: 29.000, ld: 0.000, lh: 34.800, lhr: 120%
accessibilityExtraExtraExtraLarge.LargeTitle:NYTKarnak-UltraLightCursive:17 -> (size: 29.000, ld: 0.000, lh: 34.800, lhr: 120%
accessibilityExtraExtraExtraLarge.LargeTitle:NYTKarnakCondensed-Bold:17 -> (size: 29.000, ld: 0.000, lh: 34.800, lhr: 120%
accessibilityExtraExtraExtraLarge.LargeTitle:NYTStock-Bold:17 -> (size: 29.000, ld: 2.175, lh: 29.000, lhr: 100%
accessibilityExtraExtraExtraLarge.LargeTitle:NYTStock-Regular:17 -> (size: 29.000, ld: 2.175, lh: 29.000, lhr: 100%
accessibilityExtraExtraExtraLarge.Title1:NYTCheltenham-Bold:17 -> (size: 34.000, ld: 6.800, lh: 34.000, lhr: 100%
accessibilityExtraExtraExtraLarge.Title1:NYTCheltenham-BoldItalic:17 -> (size: 34.000, ld: 6.800, lh: 34.000, lhr: 100%
accessibilityExtraExtraExtraLarge.Title1:NYTCheltenham-Book:17 -> (size: 34.000, ld: 6.800, lh: 34.000, lhr: 100%
accessibilityExtraExtraExtraLarge.Title1:NYTCheltenham-BookItalic:17 -> (size: 34.000, ld: 6.800, lh: 34.000, lhr: 100%
accessibilityExtraExtraExtraLarge.Title1:NYTCheltenham-ExtraBold:17 -> (size: 34.000, ld: 6.800, lh: 34.000, lhr: 100%
accessibilityExtraExtraExtraLarge.Title1:NYTCheltenham-ExtraBoldItal:17 -> (size: 34.000, ld: 6.800, lh: 34.000, lhr: 100%
accessibilityExtraExtraExtraLarge.Title1:NYTCheltenham-ExtraLight:17 -> (size: 34.000, ld: 6.800, lh: 34.000, lhr: 100%
accessibilityExtraExtraExtraLarge.Title1:NYTCheltenham-ExtraLightItal:17 -> (size: 34.000, ld: 6.800, lh: 34.000, lhr: 100%
accessibilityExtraExtraExtraLarge.Title1:NYTCheltenham-Light:17 -> (size: 34.000, ld: 6.800, lh: 34.000, lhr: 100%
accessibilityExtraExtraExtraLarge.Title1:NYTCheltenham-LightItalic:17 -> (size: 34.000, ld: 6.800, lh: 34.000, lhr: 100%
accessibilityExtraExtraExtraLarge.Title1:NYTCheltenham-LightSC:17 -> (size: 34.000, ld: 6.800, lh: 34.000, lhr: 100%
accessibilityExtraExtraExtraLarge.Title1:NYTCheltenham-Medium:17 -> (size: 34.000, ld: 6.800, lh: 34.000, lhr: 100%
accessibilityExtraExtraExtraLarge.Title1:NYTCheltenham-MediumItalic:17 -> (size: 34.000, ld: 6.800, lh: 34.000, lhr: 100%
accessibilityExtraExtraExtraLarge.Title1:NYTCheltenhamCond-Bold:17 -> (size: 34.000, ld: 6.800, lh: 34.000, lhr: 100%
accessibilityExtraExtraExtraLarge.Title1:NYTCheltenhamCond-BoldXC:17 -> (size: 34.000, ld: 6.800, lh: 34.000, lhr: 100%
accessibilityExtraExtraExtraLarge.Title1:NYTCheltenhamCond-Medium:17 -> (size: 34.000, ld: 6.800, lh: 34.000, lhr: 100%
accessibilityExtraExtraExtraLarge.Title1:NYTCheltenhamSH-Bold:17 -> (size: 34.000, ld: 6.800, lh: 34.000, lhr: 100%
accessibilityExtraExtraExtraLarge.Title1:NYTCheltenhamSH-BoldItalic:17 -> (size: 34.000, ld: 6.800, lh: 34.000, lhr: 100%
accessibilityExtraExtraExtraLarge.Title1:NYTCheltenhamSH-Italic:17 -> (size: 34.000, ld: 6.800, lh: 34.000, lhr: 100%
accessibilityExtraExtraExtraLarge.Title1:NYTCheltenhamSH-Regular:17 -> (size: 34.000, ld: 6.800, lh: 34.000, lhr: 100%
accessibilityExtraExtraExtraLarge.Title1:NYTCheltenhamWide-Italic:17 -> (size: 34.000, ld: 6.800, lh: 34.000, lhr: 100%
accessibilityExtraExtraExtraLarge.Title1:NYTCheltenhamWide-Regular:17 -> (size: 34.000, ld: 6.800, lh: 34.000, lhr: 100%
accessibilityExtraExtraExtraLarge.Title1:NYTDDingbats-Pi:17 -> (size: 34.000, ld: 0.306, lh: 34.000, lhr: 100%
accessibilityExtraExtraExtraLarge.Title1:NYTFranklin-Bold:17 -> (size: 34.000, ld: 6.800, lh: 34.000, lhr: 100%
accessibilityExtraExtraExtraLarge.Title1:NYTFranklin-BoldItalic:17 -> (size: 34.000, ld: 6.800, lh: 34.000, lhr: 100%
accessibilityExtraExtraExtraLarge.Title1:NYTFranklin-ExtraBold:17 -> (size: 34.000, ld: 6.800, lh: 34.000, lhr: 100%
accessibilityExtraExtraExtraLarge.Title1:NYTFranklin-ExtraBoldItalic:17 -> (size: 34.000, ld: 6.800, lh: 34.000, lhr: 100%
accessibilityExtraExtraExtraLarge.Title1:NYTFranklin-Light:17 -> (size: 34.000, ld: 6.800, lh: 34.000, lhr: 100%
accessibilityExtraExtraExtraLarge.Title1:NYTFranklin-LightItalic:17 -> (size: 34.000, ld: 6.800, lh: 34.000, lhr: 100%
accessibilityExtraExtraExtraLarge.Title1:NYTFranklin-Medium:17 -> (size: 34.000, ld: 6.800, lh: 34.000, lhr: 100%
accessibilityExtraExtraExtraLarge.Title1:NYTFranklin-MediumItalic:17 -> (size: 34.000, ld: 6.800, lh: 34.000, lhr: 100%
accessibilityExtraExtraExtraLarge.Title1:NYTFranklin-Semibold:17 -> (size: 34.000, ld: 6.800, lh: 34.000, lhr: 100%
accessibilityExtraExtraExtraLarge.Title1:NYTFranklin-SemiboldItalic:17 -> (size: 34.000, ld: 6.800, lh: 34.000, lhr: 100%
accessibilityExtraExtraExtraLarge.Title1:NYTImperial-Bold:17 -> (size: 34.000, ld: 6.800, lh: 34.000, lhr: 100%
accessibilityExtraExtraExtraLarge.Title1:NYTImperial-BoldItalic:17 -> (size: 34.000, ld: 6.800, lh: 34.000, lhr: 100%
accessibilityExtraExtraExtraLarge.Title1:NYTImperial-Italic:17 -> (size: 34.000, ld: 6.800, lh: 34.000, lhr: 100%
accessibilityExtraExtraExtraLarge.Title1:NYTImperial-Regular:17 -> (size: 34.000, ld: 6.800, lh: 34.000, lhr: 100%
accessibilityExtraExtraExtraLarge.Title1:NYTImperial-Semibold:17 -> (size: 34.000, ld: 6.800, lh: 34.000, lhr: 100%
accessibilityExtraExtraExtraLarge.Title1:NYTImperial-SemiboldItalic:17 -> (size: 34.000, ld: 6.800, lh: 34.000, lhr: 100%
accessibilityExtraExtraExtraLarge.Title1:NYTKarnak-Black:17 -> (size: 34.000, ld: 0.000, lh: 40.800, lhr: 120%
accessibilityExtraExtraExtraLarge.Title1:NYTKarnak-BlackCursive:17 -> (size: 34.000, ld: 0.000, lh: 40.800, lhr: 120%
accessibilityExtraExtraExtraLarge.Title1:NYTKarnak-Bold:17 -> (size: 34.000, ld: 0.000, lh: 40.800, lhr: 120%
accessibilityExtraExtraExtraLarge.Title1:NYTKarnak-BoldCursive:17 -> (size: 34.000, ld: 0.000, lh: 40.800, lhr: 120%
accessibilityExtraExtraExtraLarge.Title1:NYTKarnak-Light:17 -> (size: 34.000, ld: 0.000, lh: 40.800, lhr: 120%
accessibilityExtraExtraExtraLarge.Title1:NYTKarnak-LightCursive:17 -> (size: 34.000, ld: 0.000, lh: 40.800, lhr: 120%
accessibilityExtraExtraExtraLarge.Title1:NYTKarnak-Medium:17 -> (size: 34.000, ld: 0.000, lh: 40.800, lhr: 120%
accessibilityExtraExtraExtraLarge.Title1:NYTKarnak-MediumCursive:17 -> (size: 34.000, ld: 0.000, lh: 40.800, lhr: 120%
accessibilityExtraExtraExtraLarge.Title1:NYTKarnak-Semibold:17 -> (size: 34.000, ld: 0.000, lh: 40.800, lhr: 120%
accessibilityExtraExtraExtraLarge.Title1:NYTKarnak-SemiboldCursive:17 -> (size: 34.000, ld: 0.000, lh: 40.800, lhr: 120%
accessibilityExtraExtraExtraLarge.Title1:NYTKarnak-Text:17 -> (size: 34.000, ld: 0.000, lh: 40.800, lhr: 120%
accessibilityExtraExtraExtraLarge.Title1:NYTKarnak-Thin:17 -> (size: 34.000, ld: 0.000, lh: 40.800, lhr: 120%
accessibilityExtraExtraExtraLarge.Title1:NYTKarnak-ThinCursive:17 -> (size: 34.000, ld: 0.000, lh: 40.800, lhr: 120%
accessibilityExtraExtraExtraLarge.Title1:NYTKarnak-UltraLight:17 -> (size: 34.000, ld: 0.000, lh: 40.800, lhr: 120%
accessibilityExtraExtraExtraLarge.Title1:NYTKarnak-UltraLightCursive:17 -> (size: 34.000, ld: 0.000, lh: 40.800, lhr: 120%
accessibilityExtraExtraExtraLarge.Title1:NYTKarnakCondensed-Bold:17 -> (size: 34.000, ld: 0.000, lh: 40.800, lhr: 120%
accessibilityExtraExtraExtraLarge.Title1:NYTStock-Bold:17 -> (size: 34.000, ld: 2.550, lh: 34.000, lhr: 100%
accessibilityExtraExtraExtraLarge.Title1:NYTStock-Regular:17 -> (size: 34.000, ld: 2.550, lh: 34.000, lhr: 100%
accessibilityExtraExtraExtraLarge.Title2:NYTCheltenham-Bold:17 -> (size: 40.000, ld: 8.000, lh: 40.000, lhr: 100%
accessibilityExtraExtraExtraLarge.Title2:NYTCheltenham-BoldItalic:17 -> (size: 40.000, ld: 8.000, lh: 40.000, lhr: 100%
accessibilityExtraExtraExtraLarge.Title2:NYTCheltenham-Book:17 -> (size: 40.000, ld: 8.000, lh: 40.000, lhr: 100%
accessibilityExtraExtraExtraLarge.Title2:NYTCheltenham-BookItalic:17 -> (size: 40.000, ld: 8.000, lh: 40.000, lhr: 100%
accessibilityExtraExtraExtraLarge.Title2:NYTCheltenham-ExtraBold:17 -> (size: 40.000, ld: 8.000, lh: 40.000, lhr: 100%
accessibilityExtraExtraExtraLarge.Title2:NYTCheltenham-ExtraBoldItal:17 -> (size: 40.000, ld: 8.000, lh: 40.000, lhr: 100%
accessibilityExtraExtraExtraLarge.Title2:NYTCheltenham-ExtraLight:17 -> (size: 40.000, ld: 8.000, lh: 40.000, lhr: 100%
accessibilityExtraExtraExtraLarge.Title2:NYTCheltenham-ExtraLightItal:17 -> (size: 40.000, ld: 8.000, lh: 40.000, lhr: 100%
accessibilityExtraExtraExtraLarge.Title2:NYTCheltenham-Light:17 -> (size: 40.000, ld: 8.000, lh: 40.000, lhr: 100%
accessibilityExtraExtraExtraLarge.Title2:NYTCheltenham-LightItalic:17 -> (size: 40.000, ld: 8.000, lh: 40.000, lhr: 100%
accessibilityExtraExtraExtraLarge.Title2:NYTCheltenham-LightSC:17 -> (size: 40.000, ld: 8.000, lh: 40.000, lhr: 100%
accessibilityExtraExtraExtraLarge.Title2:NYTCheltenham-Medium:17 -> (size: 40.000, ld: 8.000, lh: 40.000, lhr: 100%
accessibilityExtraExtraExtraLarge.Title2:NYTCheltenham-MediumItalic:17 -> (size: 40.000, ld: 8.000, lh: 40.000, lhr: 100%
accessibilityExtraExtraExtraLarge.Title2:NYTCheltenhamCond-Bold:17 -> (size: 40.000, ld: 8.000, lh: 40.000, lhr: 100%
accessibilityExtraExtraExtraLarge.Title2:NYTCheltenhamCond-BoldXC:17 -> (size: 40.000, ld: 8.000, lh: 40.000, lhr: 100%
accessibilityExtraExtraExtraLarge.Title2:NYTCheltenhamCond-Medium:17 -> (size: 40.000, ld: 8.000, lh: 40.000, lhr: 100%
accessibilityExtraExtraExtraLarge.Title2:NYTCheltenhamSH-Bold:17 -> (size: 40.000, ld: 8.000, lh: 40.000, lhr: 100%
accessibilityExtraExtraExtraLarge.Title2:NYTCheltenhamSH-BoldItalic:17 -> (size: 40.000, ld: 8.000, lh: 40.000, lhr: 100%
accessibilityExtraExtraExtraLarge.Title2:NYTCheltenhamSH-Italic:17 -> (size: 40.000, ld: 8.000, lh: 40.000, lhr: 100%
accessibilityExtraExtraExtraLarge.Title2:NYTCheltenhamSH-Regular:17 -> (size: 40.000, ld: 8.000, lh: 40.000, lhr: 100%
accessibilityExtraExtraExtraLarge.Title2:NYTCheltenhamWide-Italic:17 -> (size: 40.000, ld: 8.000, lh: 40.000, lhr: 100%
accessibilityExtraExtraExtraLarge.Title2:NYTCheltenhamWide-Regular:17 -> (size: 40.000, ld: 8.000, lh: 40.000, lhr: 100%
accessibilityExtraExtraExtraLarge.Title2:NYTDDingbats-Pi:17 -> (size: 40.000, ld: 0.360, lh: 40.000, lhr: 100%
accessibilityExtraExtraExtraLarge.Title2:NYTFranklin-Bold:17 -> (size: 40.000, ld: 8.000, lh: 40.000, lhr: 100%
accessibilityExtraExtraExtraLarge.Title2:NYTFranklin-BoldItalic:17 -> (size: 40.000, ld: 8.000, lh: 40.000, lhr: 100%
accessibilityExtraExtraExtraLarge.Title2:NYTFranklin-ExtraBold:17 -> (size: 40.000, ld: 8.000, lh: 40.000, lhr: 100%
accessibilityExtraExtraExtraLarge.Title2:NYTFranklin-ExtraBoldItalic:17 -> (size: 40.000, ld: 8.000, lh: 40.000, lhr: 100%
accessibilityExtraExtraExtraLarge.Title2:NYTFranklin-Light:17 -> (size: 40.000, ld: 8.000, lh: 40.000, lhr: 100%
accessibilityExtraExtraExtraLarge.Title2:NYTFranklin-LightItalic:17 -> (size: 40.000, ld: 8.000, lh: 40.000, lhr: 100%
accessibilityExtraExtraExtraLarge.Title2:NYTFranklin-Medium:17 -> (size: 40.000, ld: 8.000, lh: 40.000, lhr: 100%
accessibilityExtraExtraExtraLarge.Title2:NYTFranklin-MediumItalic:17 -> (size: 40.000, ld: 8.000, lh: 40.000, lhr: 100%
accessibilityExtraExtraExtraLarge.Title2:NYTFranklin-Semibold:17 -> (size: 40.000, ld: 8.000, lh: 40.000, lhr: 100%
accessibilityExtraExtraExtraLarge.Title2:NYTFranklin-SemiboldItalic:17 -> (size: 40.000, ld: 8.000, lh: 40.000, lhr: 100%
accessibilityExtraExtraExtraLarge.Title2:NYTImperial-Bold:17 -> (size: 40.000, ld: 8.000, lh: 40.000, lhr: 100%
accessibilityExtraExtraExtraLarge.Title2:NYTImperial-BoldItalic:17 -> (size: 40.000, ld: 8.000, lh: 40.000, lhr: 100%
accessibilityExtraExtraExtraLarge.Title2:NYTImperial-Italic:17 -> (size: 40.000, ld: 8.000, lh: 40.000, lhr: 100%
accessibilityExtraExtraExtraLarge.Title2:NYTImperial-Regular:17 -> (size: 40.000, ld: 8.000, lh: 40.000, lhr: 100%
accessibilityExtraExtraExtraLarge.Title2:NYTImperial-Semibold:17 -> (size: 40.000, ld: 8.000, lh: 40.000, lhr: 100%
accessibilityExtraExtraExtraLarge.Title2:NYTImperial-SemiboldItalic:17 -> (size: 40.000, ld: 8.000, lh: 40.000, lhr: 100%
accessibilityExtraExtraExtraLarge.Title2:NYTKarnak-Black:17 -> (size: 40.000, ld: 0.000, lh: 48.000, lhr: 120%
accessibilityExtraExtraExtraLarge.Title2:NYTKarnak-BlackCursive:17 -> (size: 40.000, ld: 0.000, lh: 48.000, lhr: 120%
accessibilityExtraExtraExtraLarge.Title2:NYTKarnak-Bold:17 -> (size: 40.000, ld: 0.000, lh: 48.000, lhr: 120%
accessibilityExtraExtraExtraLarge.Title2:NYTKarnak-BoldCursive:17 -> (size: 40.000, ld: 0.000, lh: 48.000, lhr: 120%
accessibilityExtraExtraExtraLarge.Title2:NYTKarnak-Light:17 -> (size: 40.000, ld: 0.000, lh: 48.000, lhr: 120%
accessibilityExtraExtraExtraLarge.Title2:NYTKarnak-LightCursive:17 -> (size: 40.000, ld: 0.000, lh: 48.000, lhr: 120%
accessibilityExtraExtraExtraLarge.Title2:NYTKarnak-Medium:17 -> (size: 40.000, ld: 0.000, lh: 48.000, lhr: 120%
accessibilityExtraExtraExtraLarge.Title2:NYTKarnak-MediumCursive:17 -> (size: 40.000, ld: 0.000, lh: 48.000, lhr: 120%
accessibilityExtraExtraExtraLarge.Title2:NYTKarnak-Semibold:17 -> (size: 40.000, ld: 0.000, lh: 48.000, lhr: 120%
accessibilityExtraExtraExtraLarge.Title2:NYTKarnak-SemiboldCursive:17 -> (size: 40.000, ld: 0.000, lh: 48.000, lhr: 120%
accessibilityExtraExtraExtraLarge.Title2:NYTKarnak-Text:17 -> (size: 40.000, ld: 0.000, lh: 48.000, lhr: 120%
accessibilityExtraExtraExtraLarge.Title2:NYTKarnak-Thin:17 -> (size: 40.000, ld: 0.000, lh: 48.000, lhr: 120%
accessibilityExtraExtraExtraLarge.Title2:NYTKarnak-ThinCursive:17 -> (size: 40.000, ld: 0.000, lh: 48.000, lhr: 120%
accessibilityExtraExtraExtraLarge.Title2:NYTKarnak-UltraLight:17 -> (size: 40.000, ld: 0.000, lh: 48.000, lhr: 120%
accessibilityExtraExtraExtraLarge.Title2:NYTKarnak-UltraLightCursive:17 -> (size: 40.000, ld: 0.000, lh: 48.000, lhr: 120%
accessibilityExtraExtraExtraLarge.Title2:NYTKarnakCondensed-Bold:17 -> (size: 40.000, ld: 0.000, lh: 48.000, lhr: 120%
accessibilityExtraExtraExtraLarge.Title2:NYTStock-Bold:17 -> (size: 40.000, ld: 3.000, lh: 40.000, lhr: 100%
accessibilityExtraExtraExtraLarge.Title2:NYTStock-Regular:17 -> (size: 40.000, ld: 3.000, lh: 40.000, lhr: 100%
accessibilityExtraExtraExtraLarge.Title3:NYTCheltenham-Bold:17 -> (size: 44.000, ld: 8.800, lh: 44.000, lhr: 100%
accessibilityExtraExtraExtraLarge.Title3:NYTCheltenham-BoldItalic:17 -> (size: 44.000, ld: 8.800, lh: 44.000, lhr: 100%
accessibilityExtraExtraExtraLarge.Title3:NYTCheltenham-Book:17 -> (size: 44.000, ld: 8.800, lh: 44.000, lhr: 100%
accessibilityExtraExtraExtraLarge.Title3:NYTCheltenham-BookItalic:17 -> (size: 44.000, ld: 8.800, lh: 44.000, lhr: 100%
accessibilityExtraExtraExtraLarge.Title3:NYTCheltenham-ExtraBold:17 -> (size: 44.000, ld: 8.800, lh: 44.000, lhr: 100%
accessibilityExtraExtraExtraLarge.Title3:NYTCheltenham-ExtraBoldItal:17 -> (size: 44.000, ld: 8.800, lh: 44.000, lhr: 100%
accessibilityExtraExtraExtraLarge.Title3:NYTCheltenham-ExtraLight:17 -> (size: 44.000, ld: 8.800, lh: 44.000, lhr: 100%
accessibilityExtraExtraExtraLarge.Title3:NYTCheltenham-ExtraLightItal:17 -> (size: 44.000, ld: 8.800, lh: 44.000, lhr: 100%
accessibilityExtraExtraExtraLarge.Title3:NYTCheltenham-Light:17 -> (size: 44.000, ld: 8.800, lh: 44.000, lhr: 100%
accessibilityExtraExtraExtraLarge.Title3:NYTCheltenham-LightItalic:17 -> (size: 44.000, ld: 8.800, lh: 44.000, lhr: 100%
